opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,priority,evidence,recommended_action,status
OPP-000086,189,Rajagopal Mart,12,18,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,632"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000087,189,Rajagopal Mart,12,18,Convenience,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 39 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,632""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000088,196,Shukla Supermarket,8,7,Convenience,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 54.6% vs previous 30d"", ""Revenue gap of \u20b91,711"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000089,200,Salvi Traders,8,34,Pharmacy,B,REVENUE_RECOVERY,95,HIGH,"[""Revenue declined 64.4% vs previous 30d"", ""Revenue gap of \u20b96,215"", ""Order frequency declined 25.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000090,201,Ramachandran Retail,6,98,Supermarket,C,REVENUE_RECOVERY,43,LOW,"[""Revenue declined 37.3% vs previous 30d"", ""Revenue gap of \u20b9860""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000091,203,Rai Supermarket,4,26,Modern Trade,B,REVENUE_RECOVERY,68,MEDIUM,"[""Revenue declined 42.5% vs previous 30d"", ""Revenue gap of \u20b97,874"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000092,206,Pandey General Store,4,8,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 71.2% vs previous 30d"", ""Revenue gap of \u20b930,415"", ""Order frequency declined 80.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000093,211,Kannan Traders,10,33,General Trade,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,184"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000094,211,Kannan Traders,10,33,General Trade,B,INACTIVE_OUTLET,75,HIGH,"[""No order for 55 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,184""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000095,212,Sura General Store,4,32,General Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,312"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000096,212,Sura General Store,4,32,General Trade,B,INACTIVE_OUTLET,75,HIGH,"[""No order for 50 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,312""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000097,213,Kanda Mart,12,61,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,205"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000098,213,Kanda Mart,12,61,General Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 33 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,205""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000099,214,Mahajan General Store,9,73,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,081"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000100,214,Mahajan General Store,9,73,Modern Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 32 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,081""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000101,216,Sunder Mart,1,23,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 76.5% vs previous 30d"", ""Revenue gap of \u20b917,164"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000102,218,Ramachandran Mart,10,43,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,563"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000103,218,Ramachandran Mart,10,43,General Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 57 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,563""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000104,223,Datta General Store,4,41,Supermarket,A,REVENUE_RECOVERY,78,HIGH,"[""Revenue declined 47.3% vs previous 30d"", ""Revenue gap of \u20b911,353"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000105,229,Sangha Mart,4,32,Pharmacy,C,REVENUE_RECOVERY,43,LOW,"[""Revenue declined 40.9% vs previous 30d"", ""Revenue gap of \u20b91,065""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000106,230,Deshmukh Retail,10,43,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,761"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000107,235,Raghavan Retail,12,53,Modern Trade,A,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 23.9% vs previous 30d"", ""Revenue gap of \u20b97,698"", ""Order frequency declined"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000108,238,Sha Retail,1,99,Modern Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,213"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000109,238,Sha Retail,1,99,Modern Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 43 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,213""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000110,240,Nazareth Supermarket,12,66,Modern Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,080"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000111,241,Raghavan General Store,8,76,Pharmacy,A,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 26.4% vs previous 30d"", ""Revenue gap of \u20b911,338"", ""Order frequency declined 37.5%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000112,246,Singhal Supermarket,11,56,Modern Trade,A,REVENUE_RECOVERY,42,LOW,"[""Revenue gap of \u20b92,872"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000113,247,Bahl General Store,3,91,Convenience,B,REVENUE_RECOVERY,78,HIGH,"[""Revenue declined 35.9% vs previous 30d"", ""Revenue gap of \u20b910,246"", ""Order frequency declined 25.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000114,250,Palla Retail,6,80,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,995"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000115,250,Palla Retail,6,80,Convenience,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 33 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,995""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000116,253,Baria Retail,1,23,Modern Trade,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 20.3% vs previous 30d"", ""Revenue gap of \u20b96,813"", ""Order frequency declined 25.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000117,254,Balasubramanian Traders,8,7,Modern Trade,C,REVENUE_RECOVERY,43,LOW,"[""Revenue declined 33.4% vs previous 30d"", ""Revenue gap of \u20b91,350""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000118,255,Kota Traders,6,65,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b910,320"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000119,255,Kota Traders,6,65,Pharmacy,B,INACTIVE_OUTLET,85,HIGH,"[""No order for 47 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b910,320""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000120,256,Iyengar Mart,3,11,Supermarket,A,STOCK_RISK,20,LOW,"[""1 stockout event(s) in last 90d""]",Review outlet inventory and prioritize replenishment of affected SKUs before another stockout causes lost sales.,OPEN
OPP-000121,257,Bahri Traders,4,22,Convenience,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,089"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000122,257,Bahri Traders,4,22,Convenience,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 35 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,089""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000123,261,Solanki Supermarket,1,27,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,517"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000124,261,Solanki Supermarket,1,27,Pharmacy,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 43 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,517""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000125,263,Kamdar Supermarket,2,38,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 70.5% vs previous 30d"", ""Revenue gap of \u20b96,533"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000126,265,Kunda Supermarket,6,98,Supermarket,B,REVENUE_RECOVERY,57,MEDIUM,"[""Revenue declined 26.7% vs previous 30d"", ""Revenue gap of \u20b93,436"", ""Order frequency declined 33.3%""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000127,266,Pillay Retail,5,82,Supermarket,B,REVENUE_RECOVERY,68,MEDIUM,"[""Revenue declined 48.2% vs previous 30d"", ""Revenue gap of \u20b98,856"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000128,268,Contractor Traders,7,28,Supermarket,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,012"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000129,268,Contractor Traders,7,28,Supermarket,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 31 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,012""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000130,269,Gade Traders,6,74,Supermarket,C,REVENUE_RECOVERY,43,LOW,"[""Revenue declined 31.2% vs previous 30d"", ""Revenue gap of \u20b9610""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
