opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,severity,evidence,recommended_action,status
OPP-000084,172,Malhotra Mart,4,8,Pharmacy,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 25.0% vs previous 30d"", ""Revenue gap of \u20b93,552 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000085,177,Sarraf Mart,6,65,Modern Trade,C,REVENUE_RECOVERY,90,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b9544 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000086,177,Sarraf Mart,6,65,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 45 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000087,188,Kashyap Mart,4,32,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,253 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000088,188,Kashyap Mart,4,32,Convenience,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 34 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b95,253""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000089,189,Rajagopal Mart,12,18,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,632 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000090,189,Rajagopal Mart,12,18,Convenience,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 39 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b96,632""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000091,190,Dua Mart,5,42,Convenience,B,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 14.2% vs previous 30d"", ""Revenue gap of \u20b91,447 vs previous 30d"", ""Order frequency declined 25.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000092,196,Shukla Supermarket,8,7,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 54.6% vs previous 30d"", ""Revenue gap of \u20b91,711 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000093,200,Salvi Traders,8,34,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 64.4% vs previous 30d"", ""Revenue gap of \u20b96,215 vs previous 30d"", ""Order frequency declined 25.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000094,201,Ramachandran Retail,6,98,Supermarket,C,REVENUE_RECOVERY,50,MEDIUM,"[""Revenue declined 37.3% vs previous 30d"", ""Revenue gap of \u20b9860 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000095,203,Rai Supermarket,4,26,Modern Trade,B,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 42.5% vs previous 30d"", ""Revenue gap of \u20b97,874 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000096,206,Pandey General Store,4,8,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 71.2% vs previous 30d"", ""Revenue gap of \u20b930,415 vs previous 30d"", ""Order frequency declined 80.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000097,211,Kannan Traders,10,33,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,184 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000098,211,Kannan Traders,10,33,General Trade,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 55 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000099,212,Sura General Store,4,32,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,312 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000100,212,Sura General Store,4,32,General Trade,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 50 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000101,213,Kanda Mart,12,61,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,205 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000102,213,Kanda Mart,12,61,General Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 33 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000103,214,Mahajan General Store,9,73,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,081 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000104,214,Mahajan General Store,9,73,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 32 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000105,216,Sunder Mart,1,23,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 76.5% vs previous 30d"", ""Revenue gap of \u20b917,164 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000106,218,Ramachandran Mart,10,43,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,563 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000107,218,Ramachandran Mart,10,43,General Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 57 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000108,223,Datta General Store,4,41,Supermarket,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 47.3% vs previous 30d"", ""Revenue gap of \u20b911,353 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000109,229,Sangha Mart,4,32,Pharmacy,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 40.9% vs previous 30d"", ""Revenue gap of \u20b91,065 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000110,230,Deshmukh Retail,10,43,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,761 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000111,235,Raghavan Retail,12,53,Modern Trade,A,REVENUE_RECOVERY,90,HIGH,"[""Revenue declined 23.9% vs previous 30d"", ""Revenue gap of \u20b97,698 vs previous 30d"", ""Order frequency declined"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000112,238,Sha Retail,1,99,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,213 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000113,238,Sha Retail,1,99,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 43 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000114,240,Nazareth Supermarket,12,66,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,080 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000115,241,Raghavan General Store,8,76,Pharmacy,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 26.4% vs previous 30d"", ""Revenue gap of \u20b911,338 vs previous 30d"", ""Order frequency declined 37.5%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000116,246,Singhal Supermarket,11,56,Modern Trade,A,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 8.1% vs previous 30d"", ""Revenue gap of \u20b92,872 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000117,247,Bahl General Store,3,91,Convenience,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 35.9% vs previous 30d"", ""Revenue gap of \u20b910,246 vs previous 30d"", ""Order frequency declined 25.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000118,250,Palla Retail,6,80,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,995 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000119,250,Palla Retail,6,80,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 33 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000120,253,Baria Retail,1,23,Modern Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 20.3% vs previous 30d"", ""Revenue gap of \u20b96,813 vs previous 30d"", ""Order frequency declined 25.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000121,254,Balasubramanian Traders,8,7,Modern Trade,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 33.4% vs previous 30d"", ""Revenue gap of \u20b91,350 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000122,255,Kota Traders,6,65,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b910,320 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000123,255,Kota Traders,6,65,Pharmacy,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 47 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b910,320""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000124,256,Iyengar Mart,3,11,Supermarket,A,STOCK_RISK,30,MEDIUM,"[""1 stockout event(s) in the last 90d""]",Review outlet inventory and replenish priority SKUs before another stockout causes lost sales.,OPEN
OPP-000125,257,Bahri Traders,4,22,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,089 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000126,257,Bahri Traders,4,22,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 35 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
