global_rank,type_rank,opportunity_id,outlet_id,opportunity_type,priority_score,priority_band,action_urgency,score,priority,evidence,recommended_action,revenue_30d,revenue_previous_30d,revenue_per_visit_30d,target_achievement_pct,revenue_index_vs_peer,visits_30d,productive_visits_30d,ev_target_category,ev_territory_category_rank,ev_territory_category_orders_90d,ev_current_category_count_90d,ev_revenue_previous_30d,ev_revenue_30d,ev_revenue_growth_30d,ev_revenue_gap_vs_previous_30d,ev_orders_previous_30d,ev_orders_30d,ev_revenue_index_vs_peer,ev_days_since_last_order,ev_stockout_events_90d,ev_stockout_rate_90d,ev_avg_closing_stock_90d
57,17,OPP-000487,767,Revenue Recovery,88.43,P1,Immediate,87.53,HIGH,"{""revenue_previous_30d"": 26397.91, ""revenue_30d"": 2200.08, ""revenue_growth_30d"": -0.9167, ""revenue_gap_vs_previous_30d"": 24197.83, ""orders_previous_30d"": 3, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.109}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2200.08,26397.91,2200.08,39.014003658204366,0.108761777359884,1.0,1.0,,,,,26397.91,2200.08,-0.9167,24197.83,3.0,1.0,0.109,,,,
58,18,OPP-001242,1868,Revenue Recovery,88.28,P1,Immediate,85.38,HIGH,"{""revenue_previous_30d"": 32842.03, ""revenue_30d"": 2531.54, ""revenue_growth_30d"": -0.9229, ""revenue_gap_vs_previous_30d"": 30310.49, ""orders_previous_30d"": 6, ""orders_30d"": 3, ""revenue_index_vs_peer"": 0.115}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2531.54,32842.03,1265.77,3.8469569023026655,0.1149721691360805,2.0,1.0,,,,,32842.03,2531.54,-0.9229,30310.49,6.0,3.0,0.115,,,,
59,19,OPP-000274,439,Revenue Recovery,88.18,P1,Immediate,91.02,HIGH,"{""revenue_previous_30d"": 23625.46, ""revenue_30d"": 1068.89, ""revenue_growth_30d"": -0.9548, ""revenue_gap_vs_previous_30d"": 22556.57, ""orders_previous_30d"": 6, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.221}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1068.89,23625.46,356.2966666666667,20.25554795644032,0.2210459922243361,3.0,3.0,,,,,23625.46,1068.89,-0.9548,22556.57,6.0,1.0,0.221,,,,
60,20,OPP-000317,511,Revenue Recovery,88.06,P1,Immediate,83.99,HIGH,"{""revenue_previous_30d"": 47407.02, ""revenue_30d"": 4972.7, ""revenue_growth_30d"": -0.8951, ""revenue_gap_vs_previous_30d"": 42434.32, ""orders_previous_30d"": 6, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.244}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",4972.698,47407.02,4972.698,7.48654620720098,0.2443991571083656,1.0,1.0,,,,,47407.02,4972.7,-0.8951,42434.32,6.0,2.0,0.244,,,,
61,21,OPP-000881,1366,Revenue Recovery,88.03,P1,Immediate,91.98,HIGH,"{""revenue_previous_30d"": 21544.69, ""revenue_30d"": 825.79, ""revenue_growth_30d"": -0.9617, ""revenue_gap_vs_previous_30d"": 20718.9, ""orders_previous_30d"": 6, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.189}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",825.79,21544.69,165.158,1.951713300290728,0.1889904519530927,5.0,3.0,,,,,21544.69,825.79,-0.9617,20718.9,6.0,1.0,0.189,,,,
62,5,OPP-000129,215,Inactive Outlet,88.0,P1,Immediate,74.0,MEDIUM,"{""revenue_previous_30d"": 32175.46, ""revenue_30d"": 0.0, ""orders_previous_30d"": 4, ""orders_30d"": 0, ""days_since_last_order"": 47}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,32175.46,0.0,0.0,0.0,1.0,0.0,,,,,32175.46,0.0,,,4.0,0.0,,47.0,,,
63,22,OPP-000058,100,Revenue Recovery,87.81,P1,Immediate,85.06,HIGH,"{""revenue_previous_30d"": 32760.65, ""revenue_30d"": 3970.33, ""revenue_growth_30d"": -0.8788, ""revenue_gap_vs_previous_30d"": 28790.32, ""orders_previous_30d"": 8, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.18}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",3970.332,32760.65,3970.332,6.390220207566612,0.1803162036666981,1.0,0.0,,,,,32760.65,3970.33,-0.8788,28790.32,8.0,2.0,0.18,,,,
64,23,OPP-001823,2665,Revenue Recovery,87.58,P1,Immediate,85.27,HIGH,"{""revenue_previous_30d"": 30287.87, ""revenue_30d"": 3898.54, ""revenue_growth_30d"": -0.8713, ""revenue_gap_vs_previous_30d"": 26389.33, ""orders_previous_30d"": 5, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.182}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",3898.54,30287.87,1299.513333333333,6.734861659915175,0.1815242901779301,3.0,2.0,,,,,30287.87,3898.54,-0.8713,26389.33,5.0,1.0,0.182,,,,
65,24,OPP-001330,2003,Revenue Recovery,87.2,P1,Immediate,84.02,HIGH,"{""revenue_previous_30d"": 33123.33, ""revenue_30d"": 3395.54, ""revenue_growth_30d"": -0.8975, ""revenue_gap_vs_previous_30d"": 29727.79, ""orders_previous_30d"": 7, ""orders_30d"": 3, ""revenue_index_vs_peer"": 0.158}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",3395.5425000000005,33123.33,3395.5425000000005,4.806899679822445,0.1581036598525331,1.0,1.0,,,,,33123.33,3395.54,-0.8975,29727.79,7.0,3.0,0.158,,,,
66,25,OPP-001684,2491,Revenue Recovery,86.6,P1,Immediate,87.56,HIGH,"{""revenue_previous_30d"": 22593.87, ""revenue_30d"": 2288.45, ""revenue_growth_30d"": -0.8987, ""revenue_gap_vs_previous_30d"": 20305.42, ""orders_previous_30d"": 4, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.107}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2288.45,22593.87,457.69,3.272822806631654,0.1065550852005325,5.0,5.0,,,,,22593.87,2288.45,-0.8987,20305.42,4.0,1.0,0.107,,,,
67,26,OPP-000687,1071,Revenue Recovery,86.52,P1,Immediate,85.97,HIGH,"{""revenue_previous_30d"": 25015.84, ""revenue_30d"": 2904.69, ""revenue_growth_30d"": -0.8839, ""revenue_gap_vs_previous_30d"": 22111.15, ""orders_previous_30d"": 4, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.144}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2904.69,25015.84,726.1725,3.9149936537986423,0.1435944361475408,4.0,3.0,,,,,25015.84,2904.69,-0.8839,22111.15,4.0,1.0,0.144,,,,
68,32,OPP-000419,661,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,1794.05,0.0,5.243440548085014,0.0,1.0,0.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
69,33,OPP-000548,863,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",446.37,0.0,111.5925,2.659663527568157,0.3310981715684456,4.0,4.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
70,34,OPP-000697,1087,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2470.94,477.43,2470.94,6.96000029294116,0.4368481814051259,1.0,1.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
71,35,OPP-000814,1251,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,165.07,0.0,0.0,0.0,1.0,0.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
72,36,OPP-000835,1287,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2859.3100000000004,0.0,714.8275000000001,13.484340949422938,2.1209138448985647,4.0,4.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
73,37,OPP-001217,1839,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,3236.3,0.0,0.0,0.0,4.0,4.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
74,38,OPP-001413,2121,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2921.9,0.0,0.0,17.640094735742696,2.167340429477432,0.0,0.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
75,39,OPP-001930,2825,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,2187.73,0.0,0.0,0.0,2.0,0.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
76,40,OPP-001936,2835,Cross-Sell,86.46,P1,Immediate,96.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1872, ""current_category_count_90d"": 2}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",1818.63,0.0,909.315,8.455075076722519,1.3489819382116233,2.0,2.0,Snacks,1.0,1872.0,2.0,,,,,,,,,,,
77,27,OPP-001497,2229,Revenue Recovery,86.37,P1,Immediate,84.95,HIGH,"{""revenue_previous_30d"": 26669.37, ""revenue_30d"": 3358.14, ""revenue_growth_30d"": -0.8741, ""revenue_gap_vs_previous_30d"": 23311.23, ""orders_previous_30d"": 4, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.166}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",3358.14,26669.370000000003,3358.14,4.970574478540684,0.1660109064321848,1.0,0.0,,,,,26669.37,3358.14,-0.8741,23311.23,4.0,1.0,0.166,,,,
78,28,OPP-001068,1638,Revenue Recovery,86.23,P1,Immediate,82.29,HIGH,"{""revenue_previous_30d"": 36725.28, ""revenue_30d"": 5071.09, ""revenue_growth_30d"": -0.8619, ""revenue_gap_vs_previous_30d"": 31654.19, ""orders_previous_30d"": 7, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.251}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",5071.086,36725.28,1267.7715,13.500009420817708,0.2506910323737433,4.0,3.0,,,,,36725.28,5071.09,-0.8619,31654.19,7.0,2.0,0.251,,,,
79,29,OPP-001324,1993,Revenue Recovery,86.14,P1,Immediate,89.66,HIGH,"{""revenue_previous_30d"": 19171.63, ""revenue_30d"": 1670.12, ""revenue_growth_30d"": -0.9129, ""revenue_gap_vs_previous_30d"": 17501.51, ""orders_previous_30d"": 5, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.083}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1670.12,19171.63,0.0,2.698769481857331,0.0825630066198909,0.0,0.0,,,,,19171.63,1670.12,-0.9129,17501.51,5.0,1.0,0.083,,,,
80,30,OPP-001153,1752,Revenue Recovery,86.02,P1,Immediate,88.73,HIGH,"{""revenue_previous_30d"": 24238.03, ""revenue_30d"": 1481.71, ""revenue_growth_30d"": -0.9389, ""revenue_gap_vs_previous_30d"": 22756.32, ""orders_previous_30d"": 7, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.323}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1481.71,24238.03,740.855,3.853735382784372,0.3230255233568964,2.0,1.0,,,,,24238.03,1481.71,-0.9389,22756.32,7.0,1.0,0.323,,,,
81,31,OPP-001344,2023,Revenue Recovery,85.76,P1,Immediate,83.1,HIGH,"{""revenue_previous_30d"": 27912.83, ""revenue_30d"": 2893.38, ""revenue_growth_30d"": -0.8963, ""revenue_gap_vs_previous_30d"": 25019.45, ""orders_previous_30d"": 4, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.143}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2893.383,27912.83,723.34575,5.104402347961252,0.1430354703751106,4.0,4.0,,,,,27912.83,2893.38,-0.8963,25019.45,4.0,2.0,0.143,,,,
82,32,OPP-001147,1744,Revenue Recovery,85.58,P1,Immediate,79.74,MEDIUM,"{""revenue_previous_30d"": 49398.08, ""revenue_30d"": 4851.63, ""revenue_growth_30d"": -0.9018, ""revenue_gap_vs_previous_30d"": 44546.45, ""orders_previous_30d"": 6, ""orders_30d"": 4, ""revenue_index_vs_peer"": 0.226}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",4851.6345,49398.08,4851.6345,7.027072925423409,0.2259023913606779,1.0,1.0,,,,,49398.08,4851.63,-0.9018,44546.45,6.0,4.0,0.226,,,,
83,33,OPP-000967,1495,Revenue Recovery,84.79,P1,Immediate,86.58,HIGH,"{""revenue_previous_30d"": 20343.64, ""revenue_30d"": 1775.29, ""revenue_growth_30d"": -0.9127, ""revenue_gap_vs_previous_30d"": 18568.35, ""orders_previous_30d"": 5, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.088}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1775.29,20343.64,591.7633333333333,2.46824169912975,0.0877621248905624,3.0,2.0,,,,,20343.64,1775.29,-0.9127,18568.35,5.0,2.0,0.088,,,,
84,34,OPP-000649,1022,Revenue Recovery,84.78,P1,Immediate,88.72,HIGH,"{""revenue_previous_30d"": 18944.99, ""revenue_30d"": 843.68, ""revenue_growth_30d"": -0.9555, ""revenue_gap_vs_previous_30d"": 18101.31, ""orders_previous_30d"": 5, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.144}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",843.6780000000001,18944.99,0.0,12.273826165965898,0.144145033811836,0.0,0.0,,,,,18944.99,843.68,-0.9555,18101.31,5.0,2.0,0.144,,,,
85,35,OPP-000672,1049,Revenue Recovery,84.41,P1,Immediate,84.24,HIGH,"{""revenue_previous_30d"": 23366.39, ""revenue_30d"": 3214.34, ""revenue_growth_30d"": -0.8624, ""revenue_gap_vs_previous_30d"": 20152.05, ""orders_previous_30d"": 4, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.159}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",3214.34,23366.39,803.585,5.599241900335676,0.1589020996686347,4.0,3.0,,,,,23366.39,3214.34,-0.8624,20152.05,4.0,1.0,0.159,,,,
86,6,OPP-000535,843,Inactive Outlet,84.25,P1,Immediate,86.0,HIGH,"{""revenue_previous_30d"": 16502.73, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 53}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,16502.73,0.0,0.0,0.0,2.0,2.0,,,,,16502.73,0.0,,,2.0,0.0,,53.0,,,
87,36,OPP-001227,1852,Revenue Recovery,84.02,P1,Immediate,79.51,MEDIUM,"{""revenue_previous_30d"": 35201.55, ""revenue_30d"": 5307.04, ""revenue_growth_30d"": -0.8492, ""revenue_gap_vs_previous_30d"": 29894.51, ""orders_previous_30d"": 5, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.262}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",5307.04,35201.55,1769.013333333333,7.251887430566469,0.2623555065815784,3.0,3.0,,,,,35201.55,5307.04,-0.8492,29894.51,5.0,2.0,0.262,,,,
88,7,OPP-002048,2982,Inactive Outlet,83.93,P1,Immediate,70.0,MEDIUM,"{""revenue_previous_30d"": 15821.46, ""revenue_30d"": 0.0, ""orders_previous_30d"": 5, ""orders_30d"": 0, ""days_since_last_order"": 45}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,15821.46,0.0,0.0,0.0,3.0,2.0,,,,,15821.46,0.0,,,5.0,0.0,,45.0,,,
89,41,OPP-000261,425,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2530.49,874.76,843.4966666666666,15.345649926167148,2.079575618615583,3.0,1.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
90,42,OPP-000637,999,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,2.0,1.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
91,43,OPP-000715,1110,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,824.91,0.0,0.0,0.0,3.0,1.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
92,44,OPP-000980,1514,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",1533.16,0.0,766.58,7.20376154043858,1.2599623612172617,2.0,2.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
93,45,OPP-001061,1625,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,3.0,2.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
94,46,OPP-001180,1784,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
95,47,OPP-001304,1960,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,498.56,0.0,0.0,0.0,0.0,0.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
96,48,OPP-001351,2037,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",302.42,4430.31,100.80666666666669,1.5059137064937238,0.2485310191234601,3.0,0.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
97,49,OPP-001670,2469,Cross-Sell,83.86,P1,Immediate,94.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 1879, ""current_category_count_90d"": 3}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,1791.69,0.0,9.121218137666665,0.0,1.0,1.0,Snacks,1.0,1879.0,3.0,,,,,,,,,,,
